icd10,icd10_label,valid_fy2025,valid_fy2026,cc_age_split,cc_sex_split,cc,second_cc,third_cc
E133212,"Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, left eye",Y,Y,,,20,,
E133213,"Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, bilateral",Y,Y,,,20,,
E133219,"Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, unspecified eye",Y,Y,,,20,,
E133291,"Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, right eye",Y,Y,,,20,,
E133292,"Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, left eye",Y,Y,,,20,,
E133293,"Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, bilateral",Y,Y,,,20,,
E133299,"Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, unspecified eye",Y,Y,,,20,,
E133311,"Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, right eye",Y,Y,,,20,,
E133312,"Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, left eye",Y,Y,,,20,,
E133313,"Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, bilateral",Y,Y,,,20,,
E133319,"Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, unspecified eye",Y,Y,,,20,,
E133391,"Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, right eye",Y,Y,,,20,,
E133392,"Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, left eye",Y,Y,,,20,,
E133393,"Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, bilateral",Y,Y,,,20,,
E133399,"Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, unspecified eye",Y,Y,,,20,,
E133411,"Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, right eye",Y,Y,,,20,,
E133412,"Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, left eye",Y,Y,,,20,,
E133413,"Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, bilateral",Y,Y,,,20,,
E133419,"Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, unspecified eye",Y,Y,,,20,,
E133491,"Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, right eye",Y,Y,,,20,,
E133492,"Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, left eye",Y,Y,,,20,,
E133493,"Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, bilateral",Y,Y,,,20,,
E133499,"Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, unspecified eye",Y,Y,,,20,,
E133511,"Other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema, right eye",Y,Y,,,20,,
E133512,"Other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema, left eye",Y,Y,,,20,,
E133513,"Other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema, bilateral",Y,Y,,,20,,
E133519,"Other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema, unspecified eye",Y,Y,,,20,,
E133521,"Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, right eye",Y,Y,,,20,,
E133522,"Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, left eye",Y,Y,,,20,,
E133523,"Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, bilateral",Y,Y,,,20,,
E133529,"Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, unspecified eye",Y,Y,,,20,,
E133531,"Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, right eye",Y,Y,,,20,,
E133532,"Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, left eye",Y,Y,,,20,,
E133533,"Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, bilateral",Y,Y,,,20,,
E133539,"Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, unspecified eye",Y,Y,,,20,,
E133541,"Other specified diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, right eye",Y,Y,,,20,,
E133542,"Other specified diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, left eye",Y,Y,,,20,,
E133543,"Other specified diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, bilateral",Y,Y,,,20,,
E133549,"Other specified diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, unspecified eye",Y,Y,,,20,,
E133551,"Other specified diabetes mellitus with stable proliferative diabetic retinopathy, right eye",Y,Y,,,20,,
E133552,"Other specified diabetes mellitus with stable proliferative diabetic retinopathy, left eye",Y,Y,,,20,,
E133553,"Other specified diabetes mellitus with stable proliferative diabetic retinopathy, bilateral",Y,Y,,,20,,
E133559,"Other specified diabetes mellitus with stable proliferative diabetic retinopathy, unspecified eye",Y,Y,,,20,,
E133591,"Other specified diabetes mellitus with proliferative diabetic retinopathy without macular edema, right eye",Y,Y,,,20,,
E133592,"Other specified diabetes mellitus with proliferative diabetic retinopathy without macular edema, left eye",Y,Y,,,20,,
E133593,"Other specified diabetes mellitus with proliferative diabetic retinopathy without macular edema, bilateral",Y,Y,,,20,,
E133599,"Other specified diabetes mellitus with proliferative diabetic retinopathy without macular edema, unspecified eye",Y,Y,,,20,,
E1336,Other specified diabetes mellitus with diabetic cataract,Y,Y,,,20,,
E1337X1,"Other specified diabetes mellitus with diabetic macular edema, resolved following treatment, right eye",Y,Y,,,20,,
E1337X2,"Other specified diabetes mellitus with diabetic macular edema, resolved following treatment, left eye",Y,Y,,,20,,
E1337X3,"Other specified diabetes mellitus with diabetic macular edema, resolved following treatment, bilateral",Y,Y,,,20,,
E1337X9,"Other specified diabetes mellitus with diabetic macular edema, resolved following treatment, unspecified eye",Y,Y,,,20,,
E1339,Other specified diabetes mellitus with other diabetic ophthalmic complication,Y,Y,,,20,,
E1340,"Other specified diabetes mellitus with diabetic neuropathy, unspecified",Y,Y,,,20,,
E1341,Other specified diabetes mellitus with diabetic mononeuropathy,Y,Y,,,20,,
E1342,Other specified diabetes mellitus with diabetic polyneuropathy,Y,Y,,,20,,
E1343,Other specified diabetes mellitus with diabetic autonomic (poly)neuropathy,Y,Y,,,20,,
E1344,Other specified diabetes mellitus with diabetic amyotrophy,Y,Y,,,20,,
E1349,Other specified diabetes mellitus with other diabetic neurological complication,Y,Y,,,20,,
E1351,Other specified diabetes mellitus with diabetic peripheral angiopathy without gangrene,Y,Y,,,20,,
E1352,Other specified diabetes mellitus with diabetic peripheral angiopathy with gangrene,Y,Y,,,20,153,
E1359,Other specified diabetes mellitus with other circulatory complications,Y,Y,,,20,,
E13610,Other specified diabetes mellitus with diabetic neuropathic arthropathy,Y,Y,,,20,,
E13618,Other specified diabetes mellitus with other diabetic arthropathy,Y,Y,,,20,,
E13620,Other specified diabetes mellitus with diabetic dermatitis,Y,Y,,,20,,
E13621,Other specified diabetes mellitus with foot ulcer,Y,Y,,,20,,
E13622,Other specified diabetes mellitus with other skin ulcer,Y,Y,,,20,,
E13628,Other specified diabetes mellitus with other skin complications,Y,Y,,,20,,
E13630,Other specified diabetes mellitus with periodontal disease,Y,Y,,,20,,
E13638,Other specified diabetes mellitus with other oral complications,Y,Y,,,20,,
E13641,Other specified diabetes mellitus with hypoglycemia with coma,Y,Y,,,19,,
E13649,Other specified diabetes mellitus with hypoglycemia without coma,Y,Y,,,21,,
E1365,Other specified diabetes mellitus with hyperglycemia,Y,Y,,,21,,
E1369,Other specified diabetes mellitus with other specified complication,Y,Y,,,20,,
E138,Other specified diabetes mellitus with unspecified complications,Y,Y,,,21,,
E139,Other specified diabetes mellitus without complications,Y,Y,,,21,,
E15,Nondiabetic hypoglycemic coma,Y,Y,,,30,,
E200,Idiopathic hypoparathyroidism,Y,Y,,,30,,
E20810,Autosomal dominant hypocalcemia,Y,Y,,,30,,
E20811,Secondary hypoparathyroidism in diseases classified elsewhere,Y,Y,,,30,,
E20812,Autoimmune hypoparathyroidism,Y,Y,,,30,,
E20818,Other specified hypoparathyroidism due to impaired parathyroid hormone secretion,Y,Y,,,30,,
E20819,"Hypoparathyroidism due to impaired parathyroid hormone secretion, unspecified",Y,Y,,,30,,
E2089,Other specified hypoparathyroidism,Y,Y,,,30,,
E209,"Hypoparathyroidism, unspecified",Y,Y,,,30,,
E210,Primary hyperparathyroidism,Y,Y,,,30,,
E211,"Secondary hyperparathyroidism, not elsewhere classified",Y,Y,,,30,,
E212,Other hyperparathyroidism,Y,Y,,,30,,
E213,"Hyperparathyroidism, unspecified",Y,Y,,,30,,
E214,Other specified disorders of parathyroid gland,Y,Y,,,30,,
E215,"Disorder of parathyroid gland, unspecified",Y,Y,,,30,,
E220,Acromegaly and pituitary gigantism,Y,Y,,,30,,
E221,Hyperprolactinemia,Y,Y,,,30,,
E222,Syndrome of inappropriate secretion of antidiuretic hormone,Y,Y,,,30,,
E228,Other hyperfunction of pituitary gland,Y,Y,,,30,,
E229,"Hyperfunction of pituitary gland, unspecified",Y,Y,,,30,,
E230,Hypopituitarism,Y,Y,,,30,,
E231,Drug-induced hypopituitarism,Y,Y,,,30,,
E232,Diabetes insipidus,Y,Y,,,30,,
E233,"Hypothalamic dysfunction, not elsewhere classified",Y,Y,,,30,,
E236,Other disorders of pituitary gland,Y,Y,,,30,,
E237,"Disorder of pituitary gland, unspecified",Y,Y,,,30,,
E240,Pituitary-dependent Cushing's disease,Y,Y,,,30,,
E241,Nelson's syndrome,Y,Y,,,30,,
E242,Drug-induced Cushing's syndrome,Y,Y,,,30,,
E243,Ectopic ACTH syndrome,Y,Y,,,30,,
E244,Alcohol-induced pseudo-Cushing's syndrome,Y,Y,,,30,,
E248,Other Cushing's syndrome,Y,Y,,,30,,
E249,"Cushing's syndrome, unspecified",Y,Y,,,30,,
E250,Congenital adrenogenital disorders associated with enzyme deficiency,Y,Y,,,30,,
E258,Other adrenogenital disorders,Y,Y,,,30,,
E259,"Adrenogenital disorder, unspecified",Y,Y,,,30,,
E2601,Conn's syndrome,Y,Y,,,30,,
E2602,Glucocorticoid-remediable aldosteronism,Y,Y,,,30,,
E2609,Other primary hyperaldosteronism,Y,Y,,,30,,
E261,Secondary hyperaldosteronism,Y,Y,,,30,,
E2681,Bartter's syndrome,Y,Y,,,30,,
E2689,Other hyperaldosteronism,Y,Y,,,30,,
E269,"Hyperaldosteronism, unspecified",Y,Y,,,30,,
E270,Other adrenocortical overactivity,Y,Y,,,30,,
E271,Primary adrenocortical insufficiency,Y,Y,,,30,,
E272,Addisonian crisis,Y,Y,,,30,,
E273,Drug-induced adrenocortical insufficiency,Y,Y,,,30,,
E2740,Unspecified adrenocortical insufficiency,Y,Y,,,30,,
E2749,Other adrenocortical insufficiency,Y,Y,,,30,,
E275,Adrenomedullary hyperfunction,Y,Y,,,30,,
E278,Other specified disorders of adrenal gland,Y,Y,,,30,,
E279,"Disorder of adrenal gland, unspecified",Y,Y,,,30,,
E310,Autoimmune polyglandular failure,Y,Y,,,30,,
E311,Polyglandular hyperfunction,Y,Y,,,30,,
E3120,"Multiple endocrine neoplasia [MEN] syndrome, unspecified",Y,Y,,,30,,
E3121,Multiple endocrine neoplasia [MEN] type I,Y,Y,,,30,,
E3122,Multiple endocrine neoplasia [MEN] type IIA,Y,Y,,,30,,
E3123,Multiple endocrine neoplasia [MEN] type IIB,Y,Y,,,30,,
E318,Other polyglandular dysfunction,Y,Y,,,30,,
E319,"Polyglandular dysfunction, unspecified",Y,Y,,,30,,
E320,Persistent hyperplasia of thymus,Y,Y,,,30,,
E321,Abscess of thymus,Y,Y,,,30,,
E328,Other diseases of thymus,Y,Y,,,30,,
E329,"Disease of thymus, unspecified",Y,Y,,,30,,
E3400,"Carcinoid syndrome, unspecified",Y,Y,,,13,,
E3401,Carcinoid heart syndrome,Y,Y,,,13,,
E3409,Other carcinoid syndrome,Y,Y,,,13,,
E344,Constitutional tall stature,Y,Y,,,30,,
E40,Kwashiorkor,Y,Y,,,23,,
E41,Nutritional marasmus,Y,Y,,,23,,
E42,Marasmic kwashiorkor,Y,Y,,,23,,
E43,Unspecified severe protein-calorie malnutrition,Y,Y,,,23,,
E440,Moderate protein-calorie malnutrition,Y,Y,,,23,,
E441,Mild protein-calorie malnutrition,Y,Y,,,23,,
E45,Retarded development following protein-calorie malnutrition,Y,Y,,,23,,
E46,Unspecified protein-calorie malnutrition,Y,Y,,,23,,
E700,Classical phenylketonuria,Y,Y,age < 21,,28,,
E701,Other hyperphenylalaninemias,Y,Y,age < 21,,28,,
E7020,"Disorder of tyrosine metabolism, unspecified",Y,Y,age < 21,,28,,
E7021,Tyrosinemia,Y,Y,age < 21,,28,,
E7029,Other disorders of tyrosine metabolism,Y,Y,age < 21,,28,,
E7030,"Albinism, unspecified",Y,Y,age < 21,,28,,
E70310,X-linked ocular albinism,Y,Y,age < 21,,28,,
E70311,Autosomal recessive ocular albinism,Y,Y,age < 21,,28,,
E70318,Other ocular albinism,Y,Y,age < 21,,28,,
E70319,"Ocular albinism, unspecified",Y,Y,age < 21,,28,,
E70320,Tyrosinase negative oculocutaneous albinism,Y,Y,age < 21,,28,,
E70321,Tyrosinase positive oculocutaneous albinism,Y,Y,age < 21,,28,,
E70328,Other oculocutaneous albinism,Y,Y,age < 21,,28,,
E70329,"Oculocutaneous albinism, unspecified",Y,Y,age < 21,,28,,
E70330,Chediak-Higashi syndrome,Y,Y,age < 21,,28,,
E70331,Hermansky-Pudlak syndrome,Y,Y,age < 21,,28,,
E70338,Other albinism with hematologic abnormality,Y,Y,age < 21,,28,,
E70339,"Albinism with hematologic abnormality, unspecified",Y,Y,age < 21,,28,,
E7039,Other specified albinism,Y,Y,age < 21,,28,,
E7040,"Disorders of histidine metabolism, unspecified",Y,Y,age < 21,,28,,
E7041,Histidinemia,Y,Y,age < 21,,28,,
E7049,Other disorders of histidine metabolism,Y,Y,age < 21,,28,,
E705,Disorders of tryptophan metabolism,Y,Y,age < 21,,28,,
E7081,Aromatic L-amino acid decarboxylase deficiency,Y,Y,age < 21,,28,,
E7089,Other disorders of aromatic amino-acid metabolism,Y,Y,age < 21,,28,,
E709,"Disorder of aromatic amino-acid metabolism, unspecified",Y,Y,age < 21,,28,,
E710,Maple-syrup-urine disease,Y,Y,age < 21,,28,,
E71110,Isovaleric acidemia,Y,Y,age < 21,,28,,
E71111,3-methylglutaconic aciduria,Y,Y,age < 21,,28,,
E71118,Other branched-chain organic acidurias,Y,Y,age < 21,,28,,
E71120,Methylmalonic acidemia,Y,Y,age < 21,,28,,
E71121,Propionic acidemia,Y,Y,age < 21,,28,,
E71128,Other disorders of propionate metabolism,Y,Y,age < 21,,28,,
E7119,Other disorders of branched-chain amino-acid metabolism,Y,Y,age < 21,,28,,
E712,"Disorder of branched-chain amino-acid metabolism, unspecified",Y,Y,age < 21,,28,,
E7130,"Disorder of fatty-acid metabolism, unspecified",Y,Y,age < 21,,28,,
